accession	KO	target	score	evalue	threshold	pass
GCF_009856445.1	K05846	NZ_WMFA01000004.1_6	40.0	4.5e-11	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000012.1_32	39.2	8e-11	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000009.1_27	38.8	1e-10	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_736	38.5	1.2e-10	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_220	35.0	1.5e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_391	34.7	1.8e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_19	34.0	2.9e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_157	34.0	2.9e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_840	33.9	3.1e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_321	33.8	3.5e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000012.1_90	33.5	4.1e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000003.1_265	33.5	4.2e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000006.1_74	33.4	4.5e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000008.1_91	32.3	9.5e-09	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000022.1_7	31.9	1.3e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000005.1_94	31.9	1.3e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000010.1_26	31.9	1.3e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_112	31.7	1.4e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000016.1_10	31.6	1.6e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_599	31.4	1.8e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_598	30.8	2.7e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_694	30.4	3.7e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000005.1_95	30.1	4.5e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000006.1_41	28.9	9.9e-08	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000010.1_57	27.6	2.6e-07	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000006.1_8	27.2	3.4e-07	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_272	26.5	5.4e-07	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_924	25.8	8.9e-07	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000010.1_27	24.9	1.6e-06	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000017.1_13	23.9	3.3e-06	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000006.1_73	23.4	4.7e-06	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000004.1_146	22.4	9.8e-06	180.93	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_892	479.6	3.6e-144	368.67	True
GCF_009856445.1	K05847	NZ_WMFA01000018.1_5	361.4	2.5e-108	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000003.1_77	318.6	2.3e-95	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000013.1_9	299.8	1.2e-89	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_17	281.7	3.6e-84	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_114	270.5	8.5e-81	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_960	259.1	2.4e-77	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_243	258.4	3.9e-77	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000012.1_63	257.7	6.5e-77	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000007.1_61	250.0	1.5e-74	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000003.1_115	246.4	1.8e-73	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_786	244.8	5.4e-73	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_387	242.4	2.9e-72	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000003.1_154	229.3	2.6e-68	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_62	220.3	1.4e-65	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_558	218.5	5e-65	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000005.1_93	218.4	5.6e-65	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_799	217.3	1.1e-64	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000005.1_79	213.4	1.7e-63	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_269	207.8	8.8e-62	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000013.1_62	198.6	5.6e-59	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000014.1_63	198.1	7.6e-59	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_840	192.4	4.1e-57	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_512	188.0	8.6e-56	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_61	180.4	1.7e-53	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_112	180.0	2.3e-53	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000012.1_32	177.2	1.7e-52	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000008.1_1	175.0	7.7e-52	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000014.1_62	174.8	9e-52	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_157	173.5	2.2e-51	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_553	173.3	2.5e-51	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_841	171.8	7.1e-51	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_8	165.5	5.9e-49	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_145	161.8	7.6e-48	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_321	161.3	1.1e-47	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_483	158.9	5.9e-47	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_736	157.3	1.8e-46	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_598	156.2	4e-46	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000012.1_90	153.8	2e-45	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000003.1_265	148.2	1e-43	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_273	146.3	3.9e-43	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000009.1_27	144.7	1.2e-42	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_74	141.7	9.6e-42	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_6	141.6	1e-41	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_694	141.4	1.2e-41	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_844	139.8	3.6e-41	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_391	138.8	7.3e-41	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_599	136.0	5.2e-40	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000022.1_7	134.9	1.1e-39	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_73	131.9	8.9e-39	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_742	128.8	7.7e-38	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000010.1_26	127.0	2.7e-37	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_272	125.6	7.1e-37	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_41	121.9	9.8e-36	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000018.1_11	119.8	4.2e-35	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_146	119.4	5.5e-35	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_220	115.8	7e-34	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000010.1_57	114.6	1.6e-33	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_924	111.9	1.1e-32	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000017.1_13	111.7	1.2e-32	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000010.1_27	111.5	1.4e-32	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000008.1_91	105.1	1.2e-30	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000009.1_90	102.9	5.5e-30	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000004.1_269	100.9	2.3e-29	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000016.1_10	93.3	4.7e-27	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000002.1_200	81.1	2.3e-23	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000003.1_146	71.6	1.7e-20	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_852	50.4	4.6e-14	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000006.1_48	45.1	1.9e-12	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000001.1_964	43.3	6.7e-12	368.67	False
GCF_009856445.1	K05847	NZ_WMFA01000017.1_10	41.1	3.1e-11	368.67	False
GCF_009856445.1	K02000	NZ_WMFA01000018.1_5	676.7	1.2e-203	421.03	True
GCF_009856445.1	K02000	NZ_WMFA01000002.1_892	324.7	4.2e-97	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_960	294.6	5.3e-88	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_243	293.3	1.3e-87	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000003.1_77	285.3	3.5e-85	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000013.1_9	258.4	4.8e-77	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000006.1_17	248.2	6e-74	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000007.1_61	240.8	1e-71	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_786	237.0	1.4e-70	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000003.1_115	234.9	6.3e-70	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_387	233.7	1.5e-69	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000003.1_154	231.0	9.7e-69	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_114	228.7	4.7e-68	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000012.1_63	224.1	1.2e-66	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_799	220.5	1.4e-65	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000013.1_62	209.6	2.9e-62	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_62	197.6	1.2e-58	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_61	193.2	2.6e-57	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_553	187.7	1.2e-55	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_558	181.4	1e-53	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_157	179.5	3.7e-53	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_841	177.2	1.9e-52	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000005.1_93	170.4	2.1e-50	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000014.1_62	168.1	1e-49	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000014.1_63	167.6	1.5e-49	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000005.1_79	164.1	1.7e-48	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_512	162.2	6.2e-48	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_840	159.6	4e-47	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000008.1_1	150.9	1.7e-44	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_112	147.8	1.5e-43	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_321	147.2	2.2e-43	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_269	145.1	9.5e-43	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_483	137.1	2.5e-40	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_844	131.5	1.2e-38	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_145	130.7	2.2e-38	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000012.1_32	129.6	4.8e-38	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000003.1_265	118.0	1.5e-34	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000009.1_27	112.1	9.2e-33	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000012.1_90	111.2	1.8e-32	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000017.1_13	108.1	1.5e-31	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000022.1_7	105.1	1.2e-30	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000006.1_8	103.8	3.1e-30	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_736	102.7	6.4e-30	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_694	101.7	1.4e-29	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_742	98.5	1.2e-28	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_598	96.6	4.7e-28	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_6	92.4	8.9e-27	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000010.1_27	90.9	2.5e-26	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_599	88.5	1.4e-25	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000006.1_74	88.4	1.4e-25	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_273	87.2	3.3e-25	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000010.1_57	84.3	2.5e-24	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_146	83.7	3.7e-24	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000018.1_11	80.7	3e-23	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000010.1_26	77.7	2.4e-22	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000006.1_41	76.2	6.9e-22	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_220	75.6	1e-21	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_200	75.1	1.5e-21	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000006.1_73	74.6	2.2e-21	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000004.1_269	72.5	9.2e-21	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_272	71.1	2.5e-20	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000008.1_91	69.0	1.1e-19	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000016.1_10	63.4	5e-18	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_391	60.9	2.9e-17	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_924	51.6	1.9e-14	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000009.1_90	46.3	7.8e-13	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000003.1_146	40.8	3.5e-11	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_964	36.6	6.8e-10	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000011.1_20	34.0	4.1e-09	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000001.1_852	33.9	4.5e-09	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_650	27.4	4e-07	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000002.1_78	26.9	5.6e-07	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000011.1_53	25.7	1.4e-06	421.03	False
GCF_009856445.1	K02000	NZ_WMFA01000017.1_10	25.2	1.9e-06	421.03	False
GCF_009856445.1	K02001	NZ_WMFA01000018.1_6	450.0	4.4e-135	226.07	True
GCF_009856445.1	K02001	NZ_WMFA01000002.1_893	152.0	6.7e-45	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000018.1_7	135.0	9.6e-40	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000001.1_938	100.7	2.3e-29	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000018.1_5	60.6	3e-17	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000001.1_961	43.8	3.6e-12	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000004.1_244	38.3	1.7e-10	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000012.1_64	31.5	2e-08	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000013.1_63	24.9	1.9e-06	226.07	False
GCF_009856445.1	K02001	NZ_WMFA01000001.1_773	23.8	4.2e-06	226.07	False
GCF_009856445.1	K02002	NZ_WMFA01000001.1_938	324.1	3.1e-97	127.63	True
GCF_009856445.1	K02002	NZ_WMFA01000018.1_7	315.7	1.1e-94	127.63	True
GCF_009856445.1	K02002	NZ_WMFA01000018.1_6	120.0	2.1e-35	127.63	False
GCF_009856445.1	K02002	NZ_WMFA01000002.1_893	70.9	1.6e-20	127.63	False
GCF_009856445.1	K02002	NZ_WMFA01000004.1_245	27.2	2.9e-07	127.63	False
GCF_009856445.1	K03312	NZ_WMFA01000001.1_179	311.1	3.4e-93	120.6	True
GCF_009856445.1	K03315	NZ_WMFA01000006.1_32	525.4	2.7e-158	184.73	True
GCF_009856445.1	K03315	NZ_WMFA01000003.1_193	157.7	7.1e-47	184.73	False
GCF_009856445.1	K03315	NZ_WMFA01000003.1_171	139.5	2.4e-41	184.73	False
GCF_009856445.1	K03315	NZ_WMFA01000003.1_156	138.9	3.5e-41	184.73	False
GCF_009856445.1	K03315	NZ_WMFA01000001.1_298	63.5	2.4e-18	184.73	False
GCF_009856445.1	K03315	NZ_WMFA01000001.1_973	57.4	1.7e-16	184.73	False
GCF_009856445.1	K03316	NZ_WMFA01000002.1_506	396.5	6.6e-119	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000003.1_94	315.6	1.9e-94	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000008.1_93	222.6	2.6e-66	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000006.1_99	211.3	7.1e-63	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000001.1_404	142.0	6.7e-42	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000010.1_48	51.0	2.2e-14	424.4	False
GCF_009856445.1	K03316	NZ_WMFA01000005.1_22	25.6	1e-06	424.4	False
GCF_009856445.1	K03317	NZ_WMFA01000003.1_133	469.7	3.9e-141	576.77	False
GCF_009856445.1	K03317	NZ_WMFA01000006.1_86	349.6	8.3e-105	576.77	False
GCF_009856445.1	K01547	NZ_WMFA01000003.1_262	276.6	8e-83	383.7	False
GCF_009856445.1	K01547	NZ_WMFA01000003.1_90	249.6	1.2e-74	383.7	False
GCF_009856445.1	K01547	NZ_WMFA01000002.1_588	247.2	6.2e-74	383.7	False
GCF_009856445.1	K01547	NZ_WMFA01000009.1_22	238.4	2.9e-71	383.7	False
GCF_009856445.1	K01547	NZ_WMFA01000010.1_38	225.4	2.4e-67	383.7	False
GCF_009856445.1	K03455	NZ_WMFA01000002.1_911	80.8	1.6e-23	666.1	False
GCF_009856445.1	K03455	NZ_WMFA01000002.1_603	48.5	9.3e-14	666.1	False
GCF_009856445.1	K03455	NZ_WMFA01000002.1_204	46.6	3.5e-13	666.1	False
GCF_009856445.1	K03455	NZ_WMFA01000002.1_79	45.1	9.6e-13	666.1	False
GCF_010994085.1	K00133	NZ_WJEB01000001.1_778	489.3	3.9e-147	219.27	True
GCF_010994085.1	K00133	NZ_WJEB01000002.1_80	71.2	2e-20	219.27	False
GCF_010994085.1	K00133	NZ_WJEB01000030.1_67	42.4	1.1e-11	219.27	False
GCF_010994085.1	K00133	NZ_WJEB01000001.1_317	41.5	2e-11	219.27	False
GCF_010994085.1	K00931	NZ_WJEB01000001.1_860	447.2	2.5e-134	285.2	True
GCF_010994085.1	K00931	NZ_WJEB01000001.1_755	44.0	3.9e-12	285.2	False
GCF_010994085.1	K00931	NZ_WJEB01000002.1_82	25.5	1.5e-06	285.2	False
GCF_010994085.1	K00147	NZ_WJEB01000001.1_861	651.4	3.2e-196	550.87	True
GCF_010994085.1	K00147	NZ_WJEB01000031.1_10	64.3	2e-18	550.87	False
GCF_010994085.1	K00147	NZ_WJEB01000003.1_41	41.9	1.2e-11	550.87	False
GCF_010994085.1	K00147	NZ_WJEB01000031.1_4	37.3	2.8e-10	550.87	False
GCF_010994085.1	K00147	NZ_WJEB01000016.1_22	31.0	2.4e-08	550.87	False
GCF_010994085.1	K00147	NZ_WJEB01000035.1_2	26.7	4.8e-07	550.87	False
GCF_010994085.1	K06718	NZ_WJEB01000027.1_2	197.8	3.2e-59	76.37	True
GCF_010994085.1	K06718	NZ_WJEB01000049.1_4	48.5	1.6e-13	76.37	False
GCF_010994085.1	K06718	NZ_WJEB01000056.1_4	29.4	1.1e-07	76.37	False
GCF_010994085.1	K06718	NZ_WJEB01000006.1_124	25.3	2.1e-06	76.37	False
GCF_010994085.1	K06720	NZ_WJEB01000027.1_4	192.1	1.2e-57	85.27	True
GCF_010994085.1	K00129	NZ_WJEB01000016.1_22	207.4	9.2e-62	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000003.1_41	200.6	1e-59	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000021.1_40	198.0	6.3e-59	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000031.1_4	189.6	2.2e-56	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000041.1_28	187.8	7.7e-56	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000035.1_2	176.0	2.8e-52	783.5	False
GCF_010994085.1	K00129	NZ_WJEB01000031.1_10	37.3	3e-10	783.5	False
GCF_010994085.1	K00130	NZ_WJEB01000016.1_22	754.1	2.5e-227	692.43	True
GCF_010994085.1	K00130	NZ_WJEB01000035.1_2	601.2	4.9e-181	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000021.1_40	526.1	2.6e-158	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000031.1_4	479.4	3.7e-144	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000003.1_41	473.2	2.8e-142	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000041.1_28	454.4	1.3e-136	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000031.1_10	60.2	2.8e-17	692.43	False
GCF_010994085.1	K00130	NZ_WJEB01000001.1_861	49.8	3.9e-14	692.43	False
GCF_010994085.1	K01231	NZ_WJEB01000035.1_20	85.5	5.3e-25	1152.6	False
GCF_010994085.1	K01231	NZ_WJEB01000035.1_25	75.5	5.6e-22	1152.6	False
GCF_010994085.1	K05845	NZ_WJEB01000045.1_18	350.8	2.9e-105	108.03	True
GCF_010994085.1	K05845	NZ_WJEB01000016.1_20	54.4	2.2e-15	108.03	False
GCF_010994085.1	K05845	NZ_WJEB01000012.1_101	29.9	5.7e-08	108.03	False
GCF_010994085.1	K05846	NZ_WJEB01000045.1_18	427.4	2.5e-128	180.93	True
GCF_010994085.1	K05846	NZ_WJEB01000012.1_100	145.0	8e-43	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000045.1_17	145.0	8.1e-43	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000012.1_99	109.7	3.7e-32	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000006.1_87	98.5	9.4e-29	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000029.1_18	92.6	5.8e-27	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000004.1_201	87.7	1.7e-25	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000002.1_114	85.4	8.4e-25	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000011.1_53	83.1	4.2e-24	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_493	82.7	5.8e-24	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000039.1_21	82.6	5.9e-24	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_310	81.1	1.8e-23	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000038.1_19	79.4	5.6e-23	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000006.1_86	77.5	2.2e-22	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000011.1_52	77.4	2.2e-22	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000004.1_243	74.4	1.9e-21	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000004.1_48	72.9	5.2e-21	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_32	67.8	1.8e-19	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000002.1_73	65.3	1.1e-18	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000019.1_91	64.5	1.9e-18	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_311	64.3	2.1e-18	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000020.1_25	64.0	2.6e-18	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000041.1_23	64.0	2.6e-18	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000008.1_82	61.9	1.2e-17	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000011.1_24	60.8	2.5e-17	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_33	60.1	3.9e-17	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000047.1_21	58.8	1e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000002.1_326	58.5	1.2e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000014.1_71	58.4	1.3e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000041.1_22	57.9	1.8e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000014.1_72	57.6	2.2e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000049.1_13	55.6	9e-16	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_136	54.8	1.6e-15	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000002.1_18	53.0	5.4e-15	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000030.1_65	53.0	5.5e-15	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000037.1_21	52.9	6e-15	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000004.1_135	50.1	4.3e-14	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000030.1_64	49.6	5.8e-14	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000029.1_45	49.4	7e-14	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000001.1_358	48.6	1.2e-13	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000010.1_40	48.5	1.3e-13	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000012.1_94	48.5	1.3e-13	180.93	False
GCF_010994085.1	K05846	NZ_WJEB01000005.1_6	48.2	1.6e-13	180.93	False
